decision_id	condition	FSF_region	candidate_theme	GO_support	KEGG_support	cross_source_support	GO_redundancy_group_count	strongest_GO_adjusted_p	strongest_KEGG_adjusted_p	evidence_status	historical_relation	within_condition_distinctiveness	supporting_term_examples	conflicting_or_ambiguous_evidence	recommended_action_options	review_priority	trace_key	author_decision	author_notes
AUTHOR_BIO_THEME_0084	HT	Highly Stable	DNA repair and genome maintenance	4 terms / 2 redundancy groups	0 terms	NO	2	0.00622233488666698		GO_SUPPORTED	HISTORICAL_CANDIDATE	SINGLE_POPULATED_REGION	GO:GO:0006974:DNA damage response; GO:GO:0097552:mitochondrial double-strand break repair via homologous recombination; GO:GO:0006289:nucleotide-excision repair; GO:GO:0006281:DNA repair	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	HT|Highly Stable|DNA repair and genome maintenance		
AUTHOR_BIO_THEME_0085	HT	Highly Stable	Endocrine and physiological regulation	9 terms / 6 redundancy groups	6 terms	YES	6	0.00162737814100282	0.000149995991891315	STRONG_MULTI_SOURCE_SUPPORT	HISTORICAL_CANDIDATE	SINGLE_POPULATED_REGION	KEGG:ko04924:Renin secretion; KEGG:map04924:Renin secretion; KEGG:ko04925:Aldosterone synthesis and secretion; KEGG:map04925:Aldosterone synthesis and secretion; GO:GO:0042445:hormone metabolic process	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	HT|Highly Stable|Endocrine and physiological regulation		
AUTHOR_BIO_THEME_0086	HT	Highly Stable	Energy and core metabolism	23 terms / 9 redundancy groups	4 terms	YES	9	1.97677779358754e-09	9.19547409842991e-10	REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SINGLE_POPULATED_REGION	KEGG:ko00190:Oxidative phosphorylation; KEGG:map00190:Oxidative phosphorylation; GO:GO:0006119:oxidative phosphorylation; GO:GO:0006091:generation of precursor metabolites and energy; GO:GO:0098803:respiratory chain complex	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	HT|Highly Stable|Energy and core metabolism		
AUTHOR_BIO_THEME_0087	HT	Highly Stable	Immune and defense processes	18 terms / 1 redundancy groups	6 terms	YES	1	6.76012612844474e-06	0.00185980861794471	STRONG_MULTI_SOURCE_SUPPORT	NEW_CURRENT_CANDIDATE	SINGLE_POPULATED_REGION	GO:GO:0002682:regulation of immune system process; GO:GO:0002263:cell activation involved in immune response; GO:GO:0002283:neutrophil activation involved in immune response; GO:GO:0002366:leukocyte activation involved in immune response; GO:GO:0002275:myeloid cell activation involved in immune response	None identified by deterministic audit	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	HT|Highly Stable|Immune and defense processes		
AUTHOR_BIO_THEME_0088	HT	Highly Stable	Membrane transport and ion homeostasis	74 terms / 24 redundancy groups	3 terms	YES	24	3.50524630479965e-07	0.0286440018694444	REQUIRES_AUTHOR_REVIEW	NEW_CURRENT_CANDIDATE	SINGLE_POPULATED_REGION	GO:GO:0022900:electron transport chain; GO:GO:0022904:respiratory electron transport chain; GO:GO:0042775:mitochondrial ATP synthesis coupled electron transport; GO:GO:0042773:ATP synthesis coupled electron transport; GO:GO:1902600:proton transmembrane transport	Obsolete GO term evidence present	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	HT|Highly Stable|Membrane transport and ion homeostasis		
AUTHOR_BIO_THEME_0089	HT	Highly Stable	Metabolism and redox processes	236 terms / 72 redundancy groups	50 terms	YES	72	1.48391323456456e-16	3.9527175476385e-17	REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SINGLE_POPULATED_REGION	KEGG:ko01100:Metabolic pathways; KEGG:map01100:Metabolic pathways; GO:GO:0016491:oxidoreductase activity; GO:GO:0044281:small molecule metabolic process; GO:GO:0017144:xenobiotic metabolic process	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	HT|Highly Stable|Metabolism and redox processes		
AUTHOR_BIO_THEME_0090	HT	Highly Stable	Neural, projection and behavior processes	17 terms / 11 redundancy groups	0 terms	NO	11	0.000150913719646073		REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SINGLE_POPULATED_REGION	GO:GO:0042133:obsolete neurotransmitter metabolic process; GO:GO:0048699:generation of neurons; GO:GO:1901214:obsolete regulation of neuron death; GO:GO:0030182:neuron differentiation; GO:GO:0048666:neuron development	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	LOW	HT|Highly Stable|Neural, projection and behavior processes		
AUTHOR_BIO_THEME_0091	HT	Highly Stable	Protein turnover and proteostasis	23 terms / 4 redundancy groups	0 terms	NO	4	1.56765760775917e-08		REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SINGLE_POPULATED_REGION	GO:GO:0004252:serine-type endopeptidase activity; GO:GO:0008237:metallopeptidase activity; GO:GO:0004222:metalloendopeptidase activity; GO:GO:0008236:serine-type peptidase activity; GO:GO:0070011:peptidase activity	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	LOW	HT|Highly Stable|Protein turnover and proteostasis		
AUTHOR_BIO_THEME_0092	HT	Highly Stable	RNA processing and expression	57 terms / 14 redundancy groups	0 terms	NO	14	9.43389302688287e-13		REQUIRES_AUTHOR_REVIEW	NEW_CURRENT_CANDIDATE	SINGLE_POPULATED_REGION	GO:GO:0051252:regulation of RNA metabolic process; GO:GO:0010468:regulation of gene expression; GO:GO:1903506:obsolete regulation of nucleic acid-templated transcription; GO:GO:0006355:regulation of DNA-templated transcription; GO:GO:0016070:RNA metabolic process	Obsolete GO term evidence present	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	LOW	HT|Highly Stable|RNA processing and expression		
AUTHOR_BIO_THEME_0093	HT	Highly Stable	Stress response and signaling	38 terms / 4 redundancy groups	10 terms	YES	4	4.56613589914861e-09	0.00252310094945681	STRONG_MULTI_SOURCE_SUPPORT	HISTORICAL_CANDIDATE	SINGLE_POPULATED_REGION	GO:GO:0048583:regulation of response to stimulus; GO:GO:0009966:regulation of signal transduction; GO:GO:0009968:negative regulation of signal transduction; GO:GO:0048585:negative regulation of response to stimulus; GO:GO:1902531:regulation of intracellular signal transduction	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	HT|Highly Stable|Stress response and signaling		
AUTHOR_BIO_THEME_0094	HT	Highly Stable	Translation, ribosome and protein targeting	6 terms / 6 redundancy groups	0 terms	NO	6	0.0256631815599869		GO_SUPPORTED	HISTORICAL_CANDIDATE	SINGLE_POPULATED_REGION	GO:GO:0032543:mitochondrial translation; GO:GO:0005761:mitochondrial ribosome; GO:GO:0030684:preribosome; GO:GO:0006613:cotranslational protein targeting to membrane; GO:GO:0045047:protein targeting to ER	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	HT|Highly Stable|Translation, ribosome and protein targeting		
AUTHOR_BIO_THEME_0095	HT	Highly Stable	Vesicle trafficking and organelle organization	26 terms / 4 redundancy groups	0 terms	NO	4	2.29997208825988e-06		GO_SUPPORTED	NEW_CURRENT_CANDIDATE	SINGLE_POPULATED_REGION	GO:GO:0033043:regulation of organelle organization; GO:GO:0010639:negative regulation of organelle organization; GO:GO:0099503:secretory vesicle; GO:GO:0006996:organelle organization; GO:GO:1903827:regulation of protein localization	None identified by deterministic audit	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	HT|Highly Stable|Vesicle trafficking and organelle organization		
AUTHOR_BIO_THEME_0096	LT	Low Stability	Cell adhesion and extracellular organization	2 terms / 2 redundancy groups	0 terms	NO	2	0.000110189127859504		REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SHARED_ACROSS_2_REGIONS	GO:GO:0005576:extracellular region; GO:GO:0005615:obsolete extracellular space	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	LOW	LT|Low Stability|Cell adhesion and extracellular organization		
AUTHOR_BIO_THEME_0097	LT	Low Stability	Metabolism and redox processes	1 terms / 1 redundancy groups	0 terms	NO	1	0.0140706326649058		GO_SUPPORTED	HISTORICAL_CANDIDATE	SHARED_ACROSS_2_REGIONS	GO:GO:0006805:xenobiotic metabolic process	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	LT|Low Stability|Metabolism and redox processes		
AUTHOR_BIO_THEME_0098	LT	Low Stability	Protein turnover and proteostasis	2 terms / 1 redundancy groups	0 terms	NO	1	0.0429386026206952		GO_SUPPORTED	HISTORICAL_CANDIDATE	SHARED_ACROSS_2_REGIONS	GO:GO:0004222:metalloendopeptidase activity; GO:GO:0008237:metallopeptidase activity	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	LT|Low Stability|Protein turnover and proteostasis		
AUTHOR_BIO_THEME_0099	LT	Low Stability	Translation, ribosome and protein targeting	1 terms / 1 redundancy groups	0 terms	NO	1	0.00891787163963044		GO_SUPPORTED	HISTORICAL_CANDIDATE	SHARED_ACROSS_2_REGIONS	GO:GO:0030684:preribosome	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	LT|Low Stability|Translation, ribosome and protein targeting		
AUTHOR_BIO_THEME_0100	LT	Highly Stable	Cell adhesion and extracellular organization	1 terms / 1 redundancy groups	1 terms	YES	1	0.042436855815673	0.0150823530876364	STRONG_MULTI_SOURCE_SUPPORT	HISTORICAL_CANDIDATE	SHARED_ACROSS_2_REGIONS	KEGG:K08000:MMP21; GO:GO:0005576:extracellular region	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	LT|Highly Stable|Cell adhesion and extracellular organization		
AUTHOR_BIO_THEME_0101	LT	Highly Stable	Cell cycle and division	1 terms / 1 redundancy groups	0 terms	NO	1	0.0489115530473341		GO_SUPPORTED	HISTORICAL_CANDIDATE	REGION_UNIQUE_CANDIDATE	GO:GO:0006312:mitotic recombination	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	LT|Highly Stable|Cell cycle and division		
AUTHOR_BIO_THEME_0102	LT	Highly Stable	Chromosome and nuclear organization	1 terms / 1 redundancy groups	3 terms	YES	1	0.0489115530473341	0.0103092783505156	STRONG_MULTI_SOURCE_SUPPORT	HISTORICAL_CANDIDATE	REGION_UNIQUE_CANDIDATE	KEGG:K06669:SMC3, CSPG6; KEGG:K06674:SMC2; KEGG:K06675:SMC4; GO:GO:0000722:telomere maintenance via recombination	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	LT|Highly Stable|Chromosome and nuclear organization		
AUTHOR_BIO_THEME_0103	LT	Highly Stable	Cytoskeleton and cell motility	2 terms / 1 redundancy groups	0 terms	NO	1	0.010640852507366		GO_SUPPORTED	NEW_CURRENT_CANDIDATE	REGION_UNIQUE_CANDIDATE	GO:GO:0016705:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:GO:0016715:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen	None identified by deterministic audit	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	LT|Highly Stable|Cytoskeleton and cell motility		
AUTHOR_BIO_THEME_0104	LT	Highly Stable	DNA repair and genome maintenance	0 terms / 0 redundancy groups	1 terms	NO	0		0.0103092783505156	KEGG_SUPPORTED	HISTORICAL_CANDIDATE	REGION_UNIQUE_CANDIDATE	KEGG:K10866:RAD50	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	LT|Highly Stable|DNA repair and genome maintenance		
AUTHOR_BIO_THEME_0105	LT	Highly Stable	Endocrine and physiological regulation	1 terms / 1 redundancy groups	2 terms	YES	1	0.0464046837944879	0.0144671494683801	STRONG_MULTI_SOURCE_SUPPORT	HISTORICAL_CANDIDATE	REGION_UNIQUE_CANDIDATE	KEGG:ko00140:Steroid hormone biosynthesis; KEGG:map00140:Steroid hormone biosynthesis; GO:GO:0008207:C21-steroid hormone metabolic process	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	LT|Highly Stable|Endocrine and physiological regulation		
AUTHOR_BIO_THEME_0106	LT	Highly Stable	Immune and defense processes	0 terms / 0 redundancy groups	1 terms	NO	0		0.0103092783505156	KEGG_SUPPORTED	NEW_CURRENT_CANDIDATE	REGION_UNIQUE_CANDIDATE	KEGG:K12478:EEA1	None identified by deterministic audit	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	LT|Highly Stable|Immune and defense processes		
AUTHOR_BIO_THEME_0107	LT	Highly Stable	Membrane transport and ion homeostasis	0 terms / 0 redundancy groups	5 terms	NO	0		0.0103092783505156	KEGG_SUPPORTED	NEW_CURRENT_CANDIDATE	REGION_UNIQUE_CANDIDATE	KEGG:K03317:TC.CNT; KEGG:K16261:YAT; KEGG:K08203:SLC22A6, OAT1; KEGG:K08204:SLC22A7, OAT2; KEGG:K05850:ATP2B	None identified by deterministic audit	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	LT|Highly Stable|Membrane transport and ion homeostasis		
AUTHOR_BIO_THEME_0108	LT	Highly Stable	Metabolism and redox processes	25 terms / 7 redundancy groups	4 terms	YES	7	0.010640852507366	0.0144671494683801	REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SHARED_ACROSS_2_REGIONS	GO:GO:0016705:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; KEGG:ko00140:Steroid hormone biosynthesis; KEGG:ko00982:Drug metabolism - cytochrome P450; KEGG:map00140:Steroid hormone biosynthesis; KEGG:map00982:Drug metabolism - cytochrome P450	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	LT|Highly Stable|Metabolism and redox processes		
AUTHOR_BIO_THEME_0109	LT	Highly Stable	Neural, projection and behavior processes	1 terms / 1 redundancy groups	0 terms	NO	1	0.0407291669828494		REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	REGION_UNIQUE_CANDIDATE	GO:GO:0042136:obsolete neurotransmitter biosynthetic process	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	LOW	LT|Highly Stable|Neural, projection and behavior processes		
AUTHOR_BIO_THEME_0110	LT	Highly Stable	Protein turnover and proteostasis	0 terms / 0 redundancy groups	3 terms	NO	0		0.0103092783505156	KEGG_SUPPORTED	HISTORICAL_CANDIDATE	SHARED_ACROSS_2_REGIONS	KEGG:K10696:BRE1; KEGG:K12162:UFM1; KEGG:K08778:ASTL	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	LT|Highly Stable|Protein turnover and proteostasis		
AUTHOR_BIO_THEME_0111	LT	Highly Stable	RNA processing and expression	0 terms / 0 redundancy groups	1 terms	NO	0		0.0103092783505156	KEGG_SUPPORTED	NEW_CURRENT_CANDIDATE	REGION_UNIQUE_CANDIDATE	KEGG:K14823:EBP2, EBNA1BP2	None identified by deterministic audit	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	LT|Highly Stable|RNA processing and expression		
AUTHOR_BIO_THEME_0112	LT	Highly Stable	Translation, ribosome and protein targeting	3 terms / 2 redundancy groups	4 terms	YES	2	0.0424015357504944	0.0103092783505156	STRONG_MULTI_SOURCE_SUPPORT	HISTORICAL_CANDIDATE	SHARED_ACROSS_2_REGIONS	KEGG:K03243:EIF5B; KEGG:ko03010:Ribosome; KEGG:map03010:Ribosome; KEGG:K02934:RP-L6e, RPL6; GO:GO:0044391:ribosomal subunit	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	LT|Highly Stable|Translation, ribosome and protein targeting		
AUTHOR_BIO_THEME_0113	OSM	Highly Stable	Broad regulatory and signaling processes	10 terms / 1 redundancy groups	21 terms	YES	1	6.41995996425783e-05	0.00933366547647759	STRONG_MULTI_SOURCE_SUPPORT	HISTORICAL_CANDIDATE	SINGLE_POPULATED_REGION	GO:GO:0065007:biological regulation; GO:GO:0050789:regulation of biological process; GO:GO:0050794:regulation of cellular process; KEGG:K04448:JUN; KEGG:ko04668:TNF signaling pathway	Broad candidate definition; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	OSM|Highly Stable|Broad regulatory and signaling processes		
AUTHOR_BIO_THEME_0114	OSM	Highly Stable	Cell adhesion and extracellular organization	0 terms / 0 redundancy groups	1 terms	NO	0		0.0285103174733254	KEGG_SUPPORTED	HISTORICAL_CANDIDATE	SINGLE_POPULATED_REGION	KEGG:K01396:MMP10	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	OSM|Highly Stable|Cell adhesion and extracellular organization		
AUTHOR_BIO_THEME_0115	OSM	Highly Stable	Cell cycle and division	4 terms / 1 redundancy groups	0 terms	NO	1	0.000650299790414454		GO_SUPPORTED	HISTORICAL_CANDIDATE	SINGLE_POPULATED_REGION	GO:GO:0007049:cell cycle; GO:GO:0022402:cell cycle process; GO:GO:0000278:mitotic cell cycle; GO:GO:1903047:mitotic cell cycle process	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	OSM|Highly Stable|Cell cycle and division		
AUTHOR_BIO_THEME_0116	OSM	Highly Stable	Chromosome and nuclear organization	0 terms / 0 redundancy groups	1 terms	NO	0		0.0285103174733254	KEGG_SUPPORTED	HISTORICAL_CANDIDATE	SINGLE_POPULATED_REGION	KEGG:K11450:KDM1A, AOF2, LSD1	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	OSM|Highly Stable|Chromosome and nuclear organization		
AUTHOR_BIO_THEME_0117	OSM	Highly Stable	Cytoskeleton and cell motility	3 terms / 1 redundancy groups	1 terms	YES	1	0.0021278309990454	0.0454284071305351	STRONG_MULTI_SOURCE_SUPPORT	NEW_CURRENT_CANDIDATE	SINGLE_POPULATED_REGION	GO:GO:0007017:microtubule-based process; GO:GO:0000226:microtubule cytoskeleton organization; KEGG:K04372:MKNK, MNK; GO:GO:0007010:cytoskeleton organization	None identified by deterministic audit	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	OSM|Highly Stable|Cytoskeleton and cell motility		
AUTHOR_BIO_THEME_0118	OSM	Highly Stable	Development and morphogenesis	1 terms / 1 redundancy groups	6 terms	YES	1	1.39969440135923e-07	0.00108756036864645	STRONG_MULTI_SOURCE_SUPPORT	HISTORICAL_CANDIDATE	SINGLE_POPULATED_REGION	GO:GO:0005622:intracellular anatomical structure; KEGG:ko04380:Osteoclast differentiation; KEGG:map04380:Osteoclast differentiation; KEGG:K08033:NEUROD1; KEGG:K09078:NEUROD2	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	OSM|Highly Stable|Development and morphogenesis		
AUTHOR_BIO_THEME_0119	OSM	Highly Stable	DNA repair and genome maintenance	1 terms / 1 redundancy groups	0 terms	NO	1	0.0471595549134204		GO_SUPPORTED	HISTORICAL_CANDIDATE	SINGLE_POPULATED_REGION	GO:GO:0006974:DNA damage response	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	OSM|Highly Stable|DNA repair and genome maintenance		
AUTHOR_BIO_THEME_0120	OSM	Highly Stable	Immune and defense processes	0 terms / 0 redundancy groups	7 terms	NO	0		0.0214171569465643	KEGG_SUPPORTED	NEW_CURRENT_CANDIDATE	SINGLE_POPULATED_REGION	KEGG:ko05169:Epstein-Barr virus infection; KEGG:map05169:Epstein-Barr virus infection; KEGG:ko04612:Antigen processing and presentation; KEGG:ko05321:Inflammatory bowel disease; KEGG:map04612:Antigen processing and presentation	None identified by deterministic audit	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	OSM|Highly Stable|Immune and defense processes		
AUTHOR_BIO_THEME_0121	OSM	Highly Stable	Membrane transport and ion homeostasis	0 terms / 0 redundancy groups	4 terms	NO	0		0.0364008894840307	KEGG_SUPPORTED	NEW_CURRENT_CANDIDATE	SINGLE_POPULATED_REGION	KEGG:K14683:SLC34A, NPT, nptA; KEGG:K08211:SLC22A15; KEGG:K08716:SLC14A; KEGG:K14387:SLC5A7, CHT1	None identified by deterministic audit	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	OSM|Highly Stable|Membrane transport and ion homeostasis		
AUTHOR_BIO_THEME_0122	OSM	Highly Stable	Metabolism and redox processes	17 terms / 11 redundancy groups	1 terms	YES	11	1.88148118755885e-05	0.0285103174733254	REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SINGLE_POPULATED_REGION	GO:GO:0044238:primary metabolic process; GO:GO:0071704:obsolete organic substance metabolic process; GO:GO:0044237:obsolete cellular metabolic process; GO:GO:0006807:obsolete nitrogen compound metabolic process; GO:GO:0008152:metabolic process	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	OSM|Highly Stable|Metabolism and redox processes		
AUTHOR_BIO_THEME_0123	OSM	Highly Stable	Neural, projection and behavior processes	0 terms / 0 redundancy groups	3 terms	NO	0		0.0364008894840307	KEGG_SUPPORTED	HISTORICAL_CANDIDATE	SINGLE_POPULATED_REGION	KEGG:K08508:SNAP23; KEGG:K15290:SYT1; KEGG:K18211:SNAP25	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	OSM|Highly Stable|Neural, projection and behavior processes		
AUTHOR_BIO_THEME_0124	OSM	Highly Stable	Protein turnover and proteostasis	0 terms / 0 redundancy groups	3 terms	NO	0		0.0285103174733254	KEGG_SUPPORTED	HISTORICAL_CANDIDATE	SINGLE_POPULATED_REGION	KEGG:K01296:CPM; KEGG:K09490:HSPA5, BIP; KEGG:K15716:ZSWIM2	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	OSM|Highly Stable|Protein turnover and proteostasis		
AUTHOR_BIO_THEME_0125	OSM	Highly Stable	RNA processing and expression	3 terms / 3 redundancy groups	5 terms	YES	3	0.0133880897453951	0.00933366547647759	REQUIRES_AUTHOR_REVIEW	NEW_CURRENT_CANDIDATE	SINGLE_POPULATED_REGION	KEGG:K04448:JUN; GO:GO:0034660:obsolete ncRNA metabolic process; KEGG:K09267:SOX1S; KEGG:K16796:SOX2; KEGG:K21598:GCM	Obsolete GO term evidence present	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	OSM|Highly Stable|RNA processing and expression		
AUTHOR_BIO_THEME_0126	OSM	Highly Stable	Stress response and signaling	1 terms / 1 redundancy groups	18 terms	YES	1	0.0166147050949389	0.00933366547647759	STRONG_MULTI_SOURCE_SUPPORT	HISTORICAL_CANDIDATE	SINGLE_POPULATED_REGION	KEGG:K03283:HSPA1_6_8; KEGG:K09543:HSPB2; KEGG:ko04668:TNF signaling pathway; KEGG:ko04915:Estrogen signaling pathway; KEGG:ko05418:Fluid shear stress and atherosclerosis	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	OSM|Highly Stable|Stress response and signaling		
AUTHOR_BIO_THEME_0127	OSM	Highly Stable	Translation, ribosome and protein targeting	0 terms / 0 redundancy groups	1 terms	NO	0		0.0454284071305351	KEGG_SUPPORTED	HISTORICAL_CANDIDATE	SINGLE_POPULATED_REGION	KEGG:K02934:RP-L6e, RPL6	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	OSM|Highly Stable|Translation, ribosome and protein targeting		
AUTHOR_BIO_THEME_0128	OSM	Highly Stable	Vesicle trafficking and organelle organization	1 terms / 1 redundancy groups	3 terms	YES	1	0.000577650697850322	0.0356771130366404	STRONG_MULTI_SOURCE_SUPPORT	NEW_CURRENT_CANDIDATE	SINGLE_POPULATED_REGION	GO:GO:0006996:organelle organization; KEGG:ko04141:Protein processing in endoplasmic reticulum; KEGG:map04141:Protein processing in endoplasmic reticulum; KEGG:K09490:HSPA5, BIP	None identified by deterministic audit	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	OSM|Highly Stable|Vesicle trafficking and organelle organization		
