feature_id	n_perturbations	p_up	p_down	p_const	dominant_state	SSI	stability_deviation	stability_level	dominant_signal_identity	fsf_signal_class
WT_332	100	0.72	0.05	0.23	up	0.72	0.28	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_335	100	0.72	0.05	0.23	up	0.72	0.28	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_534	100	0.72	0.02	0.26	up	0.72	0.28	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_559	100	0.72	0.04	0.24	up	0.72	0.28	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_563	100	0.72	0.04	0.24	up	0.72	0.28	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_581	100	0.72	0.04	0.24	up	0.72	0.28	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_595	100	0.72	0.02	0.26	up	0.72	0.28	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_627	100	0.72	0.04	0.24	up	0.72	0.28	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_639	100	0.72	0.02	0.26	up	0.72	0.28	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_653	100	0.72	0.01	0.27	up	0.72	0.28	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_66	100	0.72	0.01	0.27	up	0.72	0.28	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_686	100	0.72	0.04	0.24	up	0.72	0.28	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_699	100	0.72	0.02	0.26	up	0.72	0.28	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_700	100	0.72	0.06	0.22	up	0.72	0.28	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_725	100	0.72	0	0.28	up	0.72	0.28	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_746	100	0.72	0	0.28	up	0.72	0.28	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_749	100	0.72	0.03	0.25	up	0.72	0.28	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_77	100	0.72	0.05	0.23	up	0.72	0.28	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_789	100	0.72	0.01	0.27	up	0.72	0.28	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_816	100	0.72	0.02	0.26	up	0.72	0.28	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_893	100	0.72	0.01	0.27	up	0.72	0.28	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_904	100	0.72	0.04	0.24	up	0.72	0.28	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_912	100	0.72	0.01	0.27	up	0.72	0.28	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_943	100	0.72	0.04	0.24	up	0.72	0.28	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_973	100	0.72	0.04	0.24	up	0.72	0.28	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_982	100	0.72	0.02	0.26	up	0.72	0.28	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_100	100	0.71	0.02	0.27	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_166	100	0.71	0.04	0.25	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_167	100	0.71	0.01	0.28	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_183	100	0.71	0.03	0.26	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_190	100	0.71	0.01	0.28	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_211	100	0.71	0.01	0.28	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_228	100	0.71	0.02	0.27	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_232	100	0.71	0.01	0.28	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_236	100	0.71	0.02	0.27	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_264	100	0.71	0.02	0.27	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_292	100	0.71	0.03	0.26	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_324	100	0.71	0.03	0.26	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_329	100	0.71	0.03	0.26	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_330	100	0.71	0.01	0.28	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_341	100	0.71	0.04	0.25	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_40	100	0.71	0.03	0.26	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_413	100	0.71	0.03	0.26	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_431	100	0.71	0.02	0.27	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_442	100	0.71	0.05	0.24	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_447	100	0.71	0.03	0.26	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_451	100	0.71	0.02	0.27	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_459	100	0.71	0.02	0.27	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_462	100	0.71	0.01	0.28	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_482	100	0.71	0.03	0.26	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_49	100	0.71	0.02	0.27	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_490	100	0.71	0.02	0.27	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_549	100	0.71	0.06	0.23	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_575	100	0.71	0.02	0.27	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_579	100	0.71	0.03	0.26	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_594	100	0.71	0.03	0.26	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_599	100	0.71	0.04	0.25	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_606	100	0.71	0.01	0.28	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_607	100	0.71	0.01	0.28	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_614	100	0.71	0.04	0.25	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_617	100	0.71	0.07	0.22	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_623	100	0.71	0.01	0.28	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_630	100	0.71	0.04	0.25	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_637	100	0.71	0.03	0.26	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_64	100	0.71	0.05	0.24	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_67	100	0.71	0.03	0.26	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_671	100	0.71	0.01	0.28	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_69	100	0.71	0.03	0.26	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_690	100	0.71	0.05	0.24	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_716	100	0.71	0.02	0.27	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_727	100	0.71	0.02	0.27	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_770	100	0.71	0.03	0.26	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_771	100	0.71	0.03	0.26	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_79	100	0.71	0.04	0.25	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_801	100	0.71	0.02	0.27	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_829	100	0.71	0.03	0.26	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_854	100	0.71	0.03	0.26	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_858	100	0.71	0.05	0.24	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_87	100	0.71	0.06	0.23	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_879	100	0.71	0.04	0.25	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_897	100	0.71	0.02	0.27	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_936	100	0.71	0.02	0.27	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_948	100	0.71	0.03	0.26	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_967	100	0.71	0	0.29	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_969	100	0.71	0.03	0.26	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_970	100	0.71	0.02	0.27	up	0.71	0.29000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_10	100	0.7	0.03	0.27	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_1000	100	0.7	0.01	0.29	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_103	100	0.7	0.02	0.28	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_123	100	0.7	0	0.3	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_13	100	0.7	0.01	0.29	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_130	100	0.7	0.03	0.27	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_15	100	0.7	0.01	0.29	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_16	100	0.7	0.01	0.29	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_168	100	0.7	0.01	0.29	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_176	100	0.7	0.03	0.27	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_179	100	0.7	0.02	0.28	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_2	100	0.7	0.04	0.26	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_206	100	0.7	0.03	0.27	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_247	100	0.7	0.02	0.28	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_254	100	0.7	0.04	0.26	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_269	100	0.7	0.05	0.25	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_289	100	0.7	0.04	0.26	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_300	100	0.7	0.06	0.24	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_304	100	0.7	0.05	0.25	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_316	100	0.7	0.05	0.25	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_368	100	0.7	0.02	0.28	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_371	100	0.7	0.03	0.27	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_389	100	0.7	0.07	0.23	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_440	100	0.7	0.06	0.24	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_443	100	0.7	0.01	0.29	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_449	100	0.7	0.06	0.24	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_463	100	0.7	0.03	0.27	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_464	100	0.7	0	0.3	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_476	100	0.7	0.02	0.28	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_496	100	0.7	0.02	0.28	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_5	100	0.7	0.06	0.24	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_543	100	0.7	0	0.3	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_564	100	0.7	0.03	0.27	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_578	100	0.7	0.03	0.27	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_596	100	0.7	0.05	0.25	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_598	100	0.7	0.04	0.26	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_634	100	0.7	0.03	0.27	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_647	100	0.7	0.01	0.29	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_661	100	0.7	0	0.3	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_662	100	0.7	0.02	0.28	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_674	100	0.7	0.02	0.28	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_683	100	0.7	0.01	0.29	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_70	100	0.7	0.03	0.27	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_712	100	0.7	0.04	0.26	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_736	100	0.7	0.03	0.27	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_757	100	0.7	0.02	0.28	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_760	100	0.7	0.06	0.24	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_762	100	0.7	0.04	0.26	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_774	100	0.7	0.05	0.25	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_787	100	0.7	0.05	0.25	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_788	100	0.7	0.02	0.28	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_790	100	0.7	0.06	0.24	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_792	100	0.7	0.05	0.25	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_804	100	0.7	0.06	0.24	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_81	100	0.7	0.03	0.27	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_837	100	0.7	0.02	0.28	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_869	100	0.7	0.02	0.28	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_875	100	0.7	0.07	0.23	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_880	100	0.7	0.03	0.27	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_900	100	0.7	0.02	0.28	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_922	100	0.7	0.04	0.26	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_940	100	0.7	0.01	0.29	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_945	100	0.7	0.04	0.26	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_962	100	0.7	0.01	0.29	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_971	100	0.7	0	0.3	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_979	100	0.7	0.02	0.28	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_992	100	0.7	0.03	0.27	up	0.7	0.30000000000000004	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_144	100	0.69	0.02	0.29	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_149	100	0.69	0.03	0.28	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_177	100	0.69	0.03	0.28	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_189	100	0.69	0.02	0.29	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_193	100	0.69	0.04	0.27	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_196	100	0.69	0.03	0.28	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_226	100	0.69	0	0.31	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_233	100	0.69	0.05	0.26	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_26	100	0.69	0.03	0.28	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_27	100	0.69	0.04	0.27	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_277	100	0.69	0	0.31	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_280	100	0.69	0.03	0.28	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_286	100	0.69	0.01	0.3	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_306	100	0.69	0.01	0.3	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_308	100	0.69	0.03	0.28	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_311	100	0.69	0.06	0.25	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_336	100	0.69	0.01	0.3	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_386	100	0.69	0.02	0.29	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_391	100	0.69	0.06	0.25	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_392	100	0.69	0.01	0.3	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_398	100	0.69	0.05	0.26	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_407	100	0.69	0.05	0.26	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_422	100	0.69	0.06	0.25	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_434	100	0.69	0.03	0.28	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_439	100	0.69	0.01	0.3	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_453	100	0.69	0	0.31	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_491	100	0.69	0.04	0.27	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_502	100	0.69	0.03	0.28	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_520	100	0.69	0.01	0.3	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_521	100	0.69	0.03	0.28	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_527	100	0.69	0.02	0.29	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_530	100	0.69	0.03	0.28	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_571	100	0.69	0.04	0.27	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_587	100	0.69	0.03	0.28	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_590	100	0.69	0.04	0.27	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_648	100	0.69	0.02	0.29	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_669	100	0.69	0.03	0.28	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_677	100	0.69	0.04	0.27	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_687	100	0.69	0.02	0.29	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_692	100	0.69	0.03	0.28	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_705	100	0.69	0.03	0.28	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_72	100	0.69	0.02	0.29	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_729	100	0.69	0.01	0.3	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_745	100	0.69	0.02	0.29	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_759	100	0.69	0.03	0.28	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_768	100	0.69	0.05	0.26	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_814	100	0.69	0.03	0.28	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_82	100	0.69	0.02	0.29	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_822	100	0.69	0.04	0.27	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_827	100	0.69	0.04	0.27	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_847	100	0.69	0.01	0.3	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_86	100	0.69	0.01	0.3	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_864	100	0.69	0.02	0.29	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_872	100	0.69	0.02	0.29	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_874	100	0.69	0.01	0.3	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_878	100	0.69	0.05	0.26	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_896	100	0.69	0.04	0.27	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_913	100	0.69	0.01	0.3	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_944	100	0.69	0.07	0.24	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
WT_947	100	0.69	0.04	0.27	up	0.69	0.31000000000000005	weakly_stable_transitional	stable_up_identity	weakly_stable_transitional_up
